#chrom	chromStart	chromEnd	name	name2	geneName	tier
# Filtering on 2 columns
chr10	96130296	96163759	ENST00000316045.10	uc031wpm.3	ZNF518A	canonical,basic,all
chr10	96189170	96271569	ENST00000224337.10	uc001kls.6	BLNK	canonical,basic,all
chr10	96304433	96338564	ENST00000371174.5	uc001kmf.5	DNTT	canonical,basic,all
chr10	96343220	96359002	ENST00000371172.8	uc001kmj.6	OPALIN	canonical,basic,all
chr10	96364607	96513926	ENST00000357947.4	uc001kml.4	TLL2	canonical,basic,all
chr10	96518109	96587012	ENST00000371142.9	uc001kmm.6	TM9SF3	canonical,basic,all
chr10	96593314	96720514	ENST00000339364.10	uc001kmq.5	PIK3AP1	canonical,basic,all
chr10	96832297	96995956	ENST00000421806.4	uc001kmv.6	LCOR	canonical,basic,all
chr10	96998037	97185959	ENST00000266058.9	uc001kmw.4	SLIT1	canonical,basic,all
chr10	97153045	97292637	ENST00000479633.2	uc057vdq.1	ARHGAP19-SLIT1	canonical,basic,all
chr10	97222178	97292637	ENST00000358531.9	uc001knb.5	ARHGAP19	canonical,basic,all
chr10	97319270	97321915	ENST00000371021.5	uc001knc.3	FRAT1	canonical,basic,all
chr10	97332496	97334729	ENST00000371019.4	uc001knd.3	FRAT2	canonical,basic,all
chr10	97356700	97401340	ENST00000370992.9	uc001knf.5	RRP12	canonical,basic,all
chr10	97426190	97433444	ENST00000334828.6	uc001knh.5	PGAM1	canonical,basic,all
chr10	97435908	97446006	ENST00000370902.8	uc001kni.5	EXOSC1	canonical,basic,all
chr10	97446174	97457370	ENST00000393760.6	uc001knj.6	ZDHHC16	canonical,basic,all
chr10	97458323	97498422	ENST00000438925.7	uc001kns.6	MMS19	canonical,basic,all
chr10	97498923	97571206	ENST00000370664.4	uc001knv.3	UBTD1	canonical,basic,all
chr10	97572778	97583884	ENST00000370655.6	uc057vfz.2	ANKRD2	canonical,basic,all
chr10	97584373	97673910	ENST00000370649.3	uc010qoy.2	ENSG00000249967	canonical,basic,all
chr10	97584388	97612802	ENST00000370646.9	uc001kny.5	HOGA1	canonical,basic,all
chr10	97589720	97590934	ENST00000370640.5	uc001koa.5	C10orf62	canonical,basic,all
chr10	97614554	97633500	ENST00000307450.11	uc001kob.6	MORN4	canonical,basic,all
chr10	97640670	97676434	ENST00000370631.4	uc001kog.3	PI4K2A	canonical,basic,all
chr10	97677423	97687241	ENST00000370626.4	uc057vge.2	AVPI1	canonical,basic,all
chr10	97713729	97718150	ENST00000285605.8	uc001koj.6	MARVELD1	canonical,basic,all
chr10	97737127	97760895	ENST00000684270.1	uc289gmu.1	ZFYVE27	canonical,basic,all
chr10	97766750	97771999	ENST00000266066.4	uc001kor.6	SFRP5	canonical,basic,all
chr10	97849842	97871578	ENST00000370602.6	uc001kos.5	GOLGA7B	canonical,basic,all
chr10	97864999	98030621	ENST00000370597.8	uc001kou.3	CRTAC1	canonical,basic,all
chr10	98134656	98244897	ENST00000298999.8	uc057vgu.2	R3HCC1L	canonical,basic,all
chr10	98247689	98268194	ENST00000260702.4	uc001kpa.3	LOXL4	canonical,basic,all
chr10	98383567	98415182	ENST00000370575.5	uc001kpc.5	PYROXD2	canonical,basic,all
chr10	98414001	98446920	ENST00000699159.1	uc316cmt.1	ENSG00000289758	canonical,basic,all
chr10	98416197	98446935	ENST00000361490.9	uc021pwv.3	HPS1	canonical,basic,all
chr10	98457076	99235852	ENST00000370552.8	uc001kpn.4	HPSE2	canonical,basic,all
chr10	99329355	99394330	ENST00000356713.5	uc001kpp.7	CNNM1	canonical,basic,all
chr10	99396869	99430624	ENST00000370508.7	uc001kpr.6	GOT1	canonical,basic,all
chr10	99532941	99536524	ENST00000344586.9	uc009xwj.5	NKX2-3	canonical,basic,all
chr10	99610521	99620439	ENST00000370495.6	uc001kpx.4	SLC25A28	canonical,basic,all
chr10	99651594	99732112	ENST00000649102.1	uc285igu.1	ENSG00000285932	canonical,basic,all
chr10	99659508	99711241	ENST00000370489.5	uc001kqa.6	ENTPD7	canonical,basic,all
chr10	99710867	99732127	ENST00000016171.6	uc001kqb.6	COX15	canonical,basic,all
chr10	99732233	99756134	ENST00000370476.10	uc001kqd.6	CUTC	canonical,basic,all
chr10	99782639	99852594	ENST00000647814.1	uc001kqf.4	ABCC2	canonical,basic,all
chr10	99875576	100009947	ENST00000324109.9	uc001kqj.3	DNMBP	canonical,basic,all
chr10	100042192	100081869	ENST00000370418.8	uc001kql.4	CPN1	canonical,basic,all
chr10	100150093	100186029	ENST00000421367.7	uc001kqn.6	ERLIN1	canonical,basic,all
chr10	100188299	100229596	ENST00000370397.8	uc001kqp.5	CHUK	canonical,basic,all
chr10	100232297	100267638	ENST00000354105.10	uc001kqq.3	CWF19L1	canonical,basic,all
chr10	100273292	100286680	ENST00000370372.7	uc001kqw.4	BLOC1S2	canonical,basic,all
chr10	100288148	100330228	ENST00000318222.4	uc001kqx.3	PKD2L1	canonical,basic,all
chr10	100347232	100364826	ENST00000370355.3	uc001kqy.5	SCD	canonical,basic,all
chr10	100463008	100483744	ENST00000343737.6	uc001krb.5	WNT8B	canonical,basic,all
chr10	100486646	100519861	ENST00000370345.8	uc001krc.3	SEC31B	canonical,basic,all
chr10	100507445	100529881	ENST00000557395.5	uc057vka.1	ENSG00000255339	canonical,basic,all
chr10	100523739	100529871	ENST00000299166.9	uc001kri.4	NDUFB8	canonical,basic,all
chr10	100535942	100559998	ENST00000299163.7	uc001krj.6	HIF1AN	canonical,basic,all
chr10	100745581	100829944	ENST00000355243.8	uc001kro.5	PAX2	canonical,basic,all
chr10	100912962	100965134	ENST00000238961.9	uc001krt.6	SLF2	canonical,basic,all
chr10	100969503	100985616	ENST00000210633.4	uc001krw.4	SEMA4G	canonical,basic,all
chr10	100986268	100987497	ENST00000318364.13	uc001ksd.3	MRPL43	canonical,basic,all
chr10	100987542	100994403	ENST00000311916.8	uc001ksf.5	TWNK	canonical,basic,all
chr10	100999807	101007833	ENST00000454422.2	uc057vlv.2	LZTS2	canonical,basic,all
chr10	101007678	101031129	ENST00000619208.6	uc057vlx.3	PDZD7	canonical,basic,all
chr10	101031233	101041241	ENST00000393459.6	uc001ksp.5	SFXN3	canonical,basic,all
chr10	101061988	101067059	ENST00000370200.6	uc001ksr.5	KAZALD1	canonical,basic,all
chr10	101131299	101137789	ENST00000370196.11	uc001ksw.5	TLX1	canonical,basic,all
chr10	101226993	101229463	ENST00000370193.4	uc001ksx.5	LBX1	canonical,basic,all
chr10	101354164	101557313	ENST00000370187.8	uc001kta.6	BTRC	canonical,basic,all
chr10	101578881	101588257	ENST00000370162.8	uc001kti.4	POLL	canonical,basic,all
chr10	101588320	101609662	ENST00000370151.9	uc001ktn.5	DPCD	canonical,basic,all
chr10	101610665	101695170	ENST00000331272.9	uc001kto.5	FBXW4	canonical,basic,all
chr10	101770108	101776114	ENST00000320185.7	uc001ktq.4	FGF8	canonical,basic,all
chr10	101781324	101783446	ENST00000370110.6	uc001ktt.4	NPM3	canonical,basic,all
chr10	101784449	101818444	ENST00000361464.8	uc001ktv.4	OGA	canonical,basic,all
chr10	101825973	101843800	ENST00000356640.7	uc001kub.5	KCNIP2	canonical,basic,all
chr10	101845598	102056173	ENST00000370033.9	uc009xwy.3	ARMH3	canonical,basic,all
chr10	102065348	102068036	ENST00000299238.7	uc001kuj.5	HPS6	canonical,basic,all
chr10	102106488	102120368	ENST00000673968.1	uc288mrp.1	LDB1	canonical,basic,all
chr10	102133039	102150333	ENST00000278070.7	uc001kum.6	PPRC1	canonical,basic,all
chr10	102152388	102163870	ENST00000605788.6	uc001kuo.5	NOLC1	canonical,basic,all
chr10	102226298	102229589	ENST00000370005.4	uc001kut.6	ELOVL3	canonical,basic,all
chr10	102230188	102241512	ENST00000370002.8	uc001kuu.3	PITX3	canonical,basic,all
chr10	102245531	102382896	ENST00000369983.5	uc001kux.5	GBF1	canonical,basic,all
chr10	102395704	102402524	ENST00000661543.1	uc287wen.1	NFKB2	canonical,basic,all
chr10	102402618	102418785	ENST00000020673.6	uc001kvg.4	PSD	canonical,basic,all
chr10	102420835	102423136	ENST00000369956.8	uc057vqb.3	FBXL15	canonical,basic,all
chr10	102423248	102432574	ENST00000369937.5	uc001kvn.4	CUEDC2	canonical,basic,all
chr10	102449836	102451543	ENST00000625129.1	uc001kvo.3	C10orf95	canonical,basic,all
chr10	102461394	102477045	ENST00000238936.8	uc001kvt.4	MFSD13A	canonical,basic,all
chr10	102479228	102502712	ENST00000369905.9	uc001kvv.5	ACTR1A	canonical,basic,all
chr10	102503971	102633535	ENST00000369902.8	uc001kvy.4	SUFU	canonical,basic,all
chr10	102644478	102658318	ENST00000643721.2	uc001kvz.5	TRIM8	canonical,basic,all
chr10	102673730	102714397	ENST00000260746.6	uc001kwa.5	ARL3	canonical,basic,all
chr10	102714635	102743492	ENST00000369893.10	uc001kwb.4	SFXN2	canonical,basic,all
chr10	102743947	102816262	ENST00000448841.7	uc001kwf.7	WBP1L	canonical,basic,all
chr10	102830530	102837413	ENST00000369887.4	uc001kwg.4	CYP17A1	canonical,basic,all
chr10	102854258	102864961	ENST00000339834.10	uc001kwi.4	BORCS7	canonical,basic,all
chr10	102854271	102901899	ENST00000299353.6	uc057vrs.1	BORCS7-ASMT	canonical,basic,all
chr10	102869469	102901899	ENST00000369880.8	uc001kwk.5	AS3MT	canonical,basic,all
chr10	102918293	103090222	ENST00000369878.9	uc001kwm.5	CNNM2	canonical,basic,all
chr10	103088037	103193272	ENST00000404739.8	uc057vry.2	NT5C2	canonical,basic,all
chr10	103245886	103248016	ENST00000441178.2	uc009xxi.2	RPEL1	canonical,basic,all
chr10	103277137	103290346	ENST00000369849.9	uc001kws.4	INA	canonical,basic,all
chr10	103302795	103351140	ENST00000369847.4	uc001kwt.4	PCGF6	canonical,basic,all
chr10	103367975	103389065	ENST00000369839.4	uc001kwv.6	TAF5	canonical,basic,all
chr10	103389049	103396475	ENST00000369815.6	uc021pxl.4	ATP5MK	canonical,basic,all
chr10	103396625	103446294	ENST00000369797.8	uc001kwy.3	PDCD11	canonical,basic,all
chr10	103446785	103452370	ENST00000260743.10	uc001kxa.5	CALHM2	canonical,basic,all
chr10	103453239	103458900	ENST00000329905.6	uc001kxe.4	CALHM1	canonical,basic,all
chr10	103472803	103479240	ENST00000369783.4	uc001kxg.4	CALHM3	canonical,basic,all
chr10	103493704	103592546	ENST00000369780.9	uc001kxh.5	NEURL1	canonical,basic,all
chr10	103594026	103855576	ENST00000369774.9	uc057vtj.2	SH3PXD2A	canonical,basic,all
chr10	103877568	103918184	ENST00000224950.8	uc001kxm.5	STN1	canonical,basic,all
chr10	103967139	104029233	ENST00000369755.4	uc001kxo.3	SLK	canonical,basic,all
chr10	104031285	104085880	ENST00000648076.2	uc285iir.2	COL17A1	canonical,basic,all
chr10	104122170	104126383	ENST00000369727.4	uc001kxu.5	SFR1	canonical,basic,all
chr10	104129887	104232364	ENST00000357060.8	uc001kxw.4	CFAP43	canonical,basic,all
chr10	104254891	104267455	ENST00000369713.10	uc001kya.5	GSTO1	canonical,basic,all
chr10	104269183	104304950	ENST00000338595.7	uc001kyb.5	GSTO2	canonical,basic,all
chr10	104309699	104338465	ENST00000337478.3	uc001kyg.6	ITPRIP	canonical,basic,all
chr10	104353832	104455102	ENST00000369704.8	uc001kyh.4	CFAP58	canonical,basic,all
chr10	104641289	105265242	ENST00000369701.8	uc001kyi.2	SORCS3	canonical,basic,all
chr10	106573662	107164706	ENST00000263054.11	uc001kym.5	SORCS1	canonical,basic,all
chr10	109864765	109923511	ENST00000502935.6	uc001kyp.3	XPNPEP1	canonical,basic,all
chr10	110007983	110135565	ENST00000356080.9	uc001kyv.5	ADD3	canonical,basic,all
chr10	110207604	110287365	ENST00000332674.9	uc001kyy.3	MXI1	canonical,basic,all
chr10	110290729	110304920	ENST00000369603.10	uc001kzc.6	SMNDC1	canonical,basic,all
chr10	110497906	110511533	ENST00000369583.4	uc001kzd.5	DUSP5	canonical,basic,all
chr10	110567694	110606048	ENST00000361804.5	uc001kze.5	SMC3	canonical,basic,all
chr10	110644335	110839468	ENST00000369519.4	uc001kzf.3	RBM20	canonical,basic,all
chr10	110871927	110900006	ENST00000280154.12	uc001kzh.5	PDCD4	canonical,basic,all
chr10	110898729	110919180	ENST00000448814.7	uc001kzj.6	BBIP1	canonical,basic,all
chr10	110919603	111013665	ENST00000369452.9	uc001kzl.6	SHOC2	canonical,basic,all
chr10	111077028	111080907	ENST00000280155.4	uc001kzo.5	ADRA2A	canonical,basic,all
chr10	112149864	112183765	ENST00000348367.9	uc001kzp.5	GPAM	canonical,basic,all
chr10	112283399	112305038	ENST00000646139.2	uc001kzr.5	TECTB	canonical,basic,all
chr10	112374115	112428376	ENST00000354655.9	uc001kzs.5	ACSL5	canonical,basic,all
chr10	112430299	112446914	ENST00000369405.7	uc001kzv.3	ZDHHC6	canonical,basic,all
chr10	112447214	112818744	ENST00000393077.3	uc001kzz.6	VTI1A	canonical,basic,all
chr10	112950246	113167678	ENST00000355995.9	uc021pyi.3	TCF7L2	canonical,basic,all
chr10	113553052	113589602	ENST00000351270.4	uc001lai.6	HABP2	canonical,basic,all
chr10	113588713	113664041	ENST00000359988.4	uc001laj.6	NRAP	canonical,basic,all
chr10	113679911	113730905	ENST00000369318.8	uc001laq.6	CASP7	canonical,basic,all
chr10	113751681	113783429	ENST00000694986.1	uc315wwr.1	PLEKHS1	canonical,basic,all
chr10	113834724	113854082	ENST00000361384.7	uc001law.5	DCLRE1A	canonical,basic,all
chr10	113854660	113917194	ENST00000369301.3	uc001lax.3	NHLRC2	canonical,basic,all
chr10	114043865	114046904	ENST00000369295.4	uc001lba.5	ADRB1	canonical,basic,all
chr10	114120861	114174203	ENST00000369287.8	uc001lbb.3	CCDC186	canonical,basic,all
chr10	114179352	114232666	ENST00000695399.1	uc315xfi.1	TDRD1	canonical,basic,all
chr10	114239253	114294489	ENST00000392982.8	uc001lbl.4	VWA2	canonical,basic,all
chr10	114294823	114404502	ENST00000304129.9	uc001lbn.6	AFAP1L2	canonical,basic,all
chr10	114431111	114658275	ENST00000533213.7	uc057wcu.2	ABLIM1	canonical,basic,all
chr10	114821779	114864717	ENST00000369248.9	uc001lcb.5	FHIP2A	canonical,basic,all
chr10	114938194	114977676	ENST00000298746.5	uc001lcd.5	TRUB1	canonical,basic,all
chr10	115093364	115948999	ENST00000355044.8	uc001lcg.5	ATRNL1	canonical,basic,all
chr10	116056924	116273206	ENST00000355422.11	uc001lcj.5	GFRA1	canonical,basic,all
chr10	116324447	116380029	ENST00000333254.4	uc001lck.4	CCDC172	canonical,basic,all
chr10	116427846	116477957	ENST00000369230.4	uc001lcl.6	PNLIPRP3	canonical,basic,all
chr10	116545930	116567855	ENST00000369221.2	uc001lcm.4	PNLIP	canonical,basic,all
chr10	116590958	116609175	ENST00000358834.9	uc001lco.3	PNLIPRP1	canonical,basic,all
chr10	116620952	116645143	ENST00000579578.6	uc031wuh.2	PNLIPRP2	canonical,basic,all
chr10	116663695	116669966	ENST00000588184.2	uc057weu.2	SPMIP5	canonical,basic,all
chr10	116671191	116742566	ENST00000369209.8	uc001lct.4	HSPA12A	canonical,basic,all
chr10	116849498	116882601	ENST00000341276.11	uc021pzj.2	ENO4	canonical,basic,all
chr10	116881476	117005187	ENST00000355371.9	uc009xyw.5	SHTN1	canonical,basic,all
chr10	117133289	117138270	ENST00000369206.6	uc009xyx.5	VAX1	canonical,basic,all
chr10	117197488	117210299	ENST00000334549.1	uc010qsr.2	KCNK18	canonical,basic,all
chr10	117241113	117279430	ENST00000644641.2	uc285iju.1	SLC18A2	canonical,basic,all
chr10	117277273	117375440	ENST00000334464.7	uc001lde.3	PDZD8	canonical,basic,all
chr10	117542745	117549546	ENST00000553456.5	uc001ldh.6	EMX2	canonical,basic,all
chr10	118004915	118046941	ENST00000355624.8	uc001ldj.3	RAB11FIP2	canonical,basic,all
chr10	118297924	118342324	ENST00000369183.9	uc001ldo.4	FAM204A	canonical,basic,all
chr10	118589996	118595648	ENST00000239032.4	uc001ldp.3	PRLHR	canonical,basic,all
chr10	118676410	118754970	ENST00000369151.8	uc001lds.3	CACUL1	canonical,basic,all
chr10	119029713	119033730	ENST00000425699.3	uc009xzf.3	NANOS1	canonical,basic,all
chr10	119033669	119080817	ENST00000369144.8	uc001ldu.5	EIF3A	canonical,basic,all
chr10	119104112	119137984	ENST00000361432.3	uc001ldw.6	DENND10	canonical,basic,all
chr10	119140766	119165714	ENST00000355697.7	uc001leb.5	SFXN4	canonical,basic,all
chr10	119167719	119178812	ENST00000298510.4	uc001lec.6	PRDX3	canonical,basic,all
chr10	119207570	119459745	ENST00000392870.3	uc001led.5	GRK5	canonical,basic,all
chr10	119499816	119542719	ENST00000369103.3	uc001leg.5	RGS10	canonical,basic,all
chr10	119573464	119596964	ENST00000436547.7	uc001lei.3	TIAL1	canonical,basic,all
chr10	119651379	119677819	ENST00000369085.8	uc001lem.5	BAG3	canonical,basic,all
chr10	119726049	119829147	ENST00000650623.2	uc285ikb.2	INPP5F	canonical,basic,all
chr10	119829439	119872843	ENST00000369077.4	uc001leq.4	MCMBP	canonical,basic,all
chr10	119892729	119944657	ENST00000369075.8	uc001leu.4	SEC23IP	canonical,basic,all
chr10	120457226	120592065	ENST00000398250.6	uc001lev.2	PLPP4	canonical,basic,all
chr10	120851361	120909524	ENST00000263461.11	uc021pzt.3	WDR11	canonical,basic,all
chr10	121478331	121598444	ENST00000457416.7	uc057wle.2	FGFR2	canonical,basic,all
chr10	121740423	121928031	ENST00000224652.12	uc001lfq.6	ATE1	canonical,basic,all
chr10	121957090	121975217	ENST00000369023.8	uc001lfs.5	NSMCE4A	canonical,basic,all
chr10	121989162	122254542	ENST00000369005.6	uc001lfv.5	TACC2	canonical,basic,all
chr10	122271295	122338159	ENST00000260723.6	uc001lgc.4	BTBD16	canonical,basic,all
chr10	122374707	122432345	ENST00000368990.8	uc001lge.4	PLEKHA1	canonical,basic,all
chr10	122454652	122457352	ENST00000528446.1	uc001lgi.4	ARMS2	canonical,basic,all
chr10	122461552	122514907	ENST00000368984.8	uc001lgj.3	HTRA1	canonical,basic,all
chr10	122560753	122643736	ENST00000338354.10	uc285ikw.3	DMBT1	canonical,basic,all
chr10	122672849	122679494	ENST00000652090.1	uc287ihy.1	SPADH	canonical,basic,all
chr10	122697708	122699846	ENST00000329446.5	uc001lgn.4	C10orf120	canonical,basic,all
chr10	122832157	122845857	ENST00000392790.6	uc057wnu.2	CUZD1	canonical,basic,all
chr10	122832166	122855773	ENST00000368904.6	uc001lgs.5	ENSG00000286088	canonical,basic,all
chr10	122849077	122879581	ENST00000368898.8	uc001lgt.5	FAM24B	canonical,basic,all
chr10	122910609	122913111	ENST00000368894.2	uc001lgv.4	FAM24A	canonical,basic,all
chr10	122930900	122954227	ENST00000481909.2	uc001lgw.4	C10orf88	canonical,basic,all
chr10	122980400	122990390	ENST00000406217.8	uc057wog.3	PSTK	canonical,basic,all
chr10	122990806	123008795	ENST00000368886.10	uc001lha.5	IKZF5	canonical,basic,all
chr10	123009005	123058290	ENST00000358776.7	uc001lhb.5	ACADSB	canonical,basic,all
chr10	123135969	123139423	ENST00000357878.7	uc010quc.4	HMX3	canonical,basic,all
chr10	123148135	123150672	ENST00000339992.4	uc001lhc.2	HMX2	canonical,basic,all
chr10	123154401	123170467	ENST00000368865.9	uc001lhe.4	BUB3	canonical,basic,all
chr10	123666354	123697399	ENST00000284674.2	uc001lhh.5	GPR26	canonical,basic,all
chr10	123745638	123891807	ENST00000241305.4	uc001lhk.3	CPXM2	canonical,basic,all
chr10	124007667	124093598	ENST00000435907.6	uc001lhn.5	CHST15	canonical,basic,all
chr10	124397302	124418923	ENST00000368845.6	uc001lhp.5	OAT	canonical,basic,all
chr10	124445242	124450035	ENST00000451024.5	uc010quf.4	NKX1-2	canonical,basic,all
chr10	124461822	124614141	ENST00000368842.10	uc001lhs.4	LHPP	canonical,basic,all
chr10	124617079	124791727	ENST00000494792.1	uc001lhu.2	ENSG00000258539	canonical,basic,all
chr10	124619291	124744378	ENST00000337318.8	uc001lhv.3	FAM53B	canonical,basic,all
chr10	124757833	124791887	ENST00000368836.7	uc001lhy.3	EEF1AKMT2	canonical,basic,all
chr10	124801818	124836667	ENST00000298492.6	uc001lib.5	ABRAXAS2	canonical,basic,all
chr10	124942122	124988189	ENST00000359653.4	uc001lic.4	ZRANB1	canonical,basic,all
chr10	124984316	125160563	ENST00000337195.11	uc009yal.6	CTBP2	canonical,basic,all
chr10	125655693	125683163	ENST00000368821.4	uc001lik.5	TEX36	canonical,basic,all
chr10	125719708	125764139	ENST00000356792.9	uc001liq.3	EDRF1	canonical,basic,all
chr10	125766452	125775821	ENST00000368808.3	uc001liu.5	MMP21	canonical,basic,all
chr10	125788585	125823258	ENST00000368797.10	uc001lix.7	UROS	canonical,basic,all
chr10	125823545	125836551	ENST00000278100.11	uc001ljb.6	BCCIP	canonical,basic,all
chr10	125836336	125881292	ENST00000284690.4	uc001ljf.2	DHX32	canonical,basic,all
chr10	125896563	126009592	ENST00000368693.6	uc001ljh.6	FANK1	canonical,basic,all
chr10	126012390	126388477	ENST00000448723.2	uc057wtm.2	ADAM12	canonical,basic,all
chr10	126424996	126670693	ENST00000488181.3	uc057wtu.3	C10orf90	canonical,basic,all
chr10	126905427	127452516	ENST00000623213.2	uc010qun.4	DOCK1	canonical,basic,all
chr10	127135429	127196591	ENST00000522781.6	uc001ljv.3	INSYN2A	canonical,basic,all
chr10	127549308	127553540	ENST00000398023.3	uc001ljx.3	NPS	canonical,basic,all
chr10	127737184	127741183	ENST00000388920.5	uc009yas.4	FOXI2	canonical,basic,all
chr10	127877840	127892941	ENST00000368671.4	uc001lka.3	CLRN3	canonical,basic,all
chr10	127907102	128085855	ENST00000254667.8	uc001lkb.5	PTPRE	canonical,basic,all
chr10	128096658	128126423	ENST00000368654.8	uc001lke.5	MKI67	canonical,basic,all
chr10	129467240	129770983	ENST00000651593.1	uc287hoy.1	MGMT	canonical,basic,all
chr10	129835232	129964274	ENST00000440978.2	uc057wvw.2	EBF3	canonical,basic,all
chr10	130063895	130110830	ENST00000637128.2	uc285ilk.2	C10orf143	canonical,basic,all
chr10	130136390	130179672	ENST00000331244.10	uc001lkm.4	GLRX3	canonical,basic,all
chr10	131092390	131311721	ENST00000368642.4	uc001lkp.4	TCERG1L	canonical,basic,all
chr10	131901007	131959834	ENST00000455566.6	uc031wxk.3	PPP2R2D	canonical,basic,all
chr10	131967683	131981923	ENST00000368636.9	uc001lkv.4	BNIP3	canonical,basic,all
chr10	132065945	132184858	ENST00000684848.1	uc315jmh.1	JAKMIP3	canonical,basic,all
chr10	132186947	132205759	ENST00000338492.9	uc009ybb.5	DPYSL4	canonical,basic,all
chr10	132207491	132307950	ENST00000298630.8	uc001lle.3	STK32C	canonical,basic,all
chr10	132332192	132381508	ENST00000368614.8	uc010quw.3	LRRC27	canonical,basic,all
chr10	132397199	132417859	ENST00000305233.6	uc001lll.6	PWWP2B	canonical,basic,all
chr10	132537786	132783480	ENST00000368594.8	uc001llp.5	INPP5A	canonical,basic,all
chr10	132783180	132786147	ENST00000368592.8	uc001llr.4	NKX6-2	canonical,basic,all
chr10	132808391	132942570	ENST00000368586.10	uc021qbc.2	CFAP46	canonical,basic,all
chr10	133087923	133131675	ENST00000392607.8	uc001llx.5	ADGRA1	canonical,basic,all
chr10	133160218	133226412	ENST00000304613.8	uc001llz.3	KNDC1	canonical,basic,all
chr10	133230216	133231558	ENST00000304477.3	uc001lmc.4	UTF1	canonical,basic,all
chr10	133237854	133241928	ENST00000325980.10	uc010quy.4	VENTX	canonical,basic,all
chr10	133262422	133276868	ENST00000445355.8	uc021qbe.3	ADAM8	canonical,basic,all
chr10	133278634	133308872	ENST00000252936.8	uc057wyq.2	TUBGCP2	canonical,basic,all
chr10	133308913	133313161	ENST00000361518.10	uc001lmj.3	ZNF511	canonical,basic,all
chr10	133309409	133352529	ENST00000368554.8	uc021qbf.3	ZNF511-PRAP1	canonical,basic,all
chr10	133324071	133336896	ENST00000252939.9	uc001lmo.4	CALY	canonical,basic,all
chr10	133347372	133352683	ENST00000433452.6	uc001lmp.4	PRAP1	canonical,basic,all
chr10	133355157	133358019	ENST00000278025.9	uc001lmt.4	FUOM	canonical,basic,all
chr10	133362484	133373354	ENST00000368547.4	uc001lmu.5	ECHS1	canonical,basic,all
chr10	133379261	133391694	ENST00000278060.10	uc001lmv.6	PAOX	canonical,basic,all
chr10	133380025	133420271	ENST00000468317.3	uc057wzq.2	ENSG00000254536	canonical,basic,all
chr10	133394156	133422520	ENST00000317502.11	uc001lnd.5	MTG1	canonical,basic,all
chr10	133420665	133424625	ENST00000685335.1	uc315kfa.1	SPRN	canonical,basic,all
chr10	133453944	133469760	ENST00000640237.2	uc285ilt.2	SCART1	canonical,basic,all
chr10	133527362	133539123	ENST00000252945.8	uc001lnj.2	CYP2E1	canonical,basic,all
chr10	133554846	133565583	ENST00000343131.7	uc001lno.4	SYCE1	canonical,basic,all
chr10	133623894	133626795	ENST00000425520.2	uc010qvg.3	FRG2B	canonical,basic,all
chr11	193077	194575	ENST00000342878.3	uc001loa.2	SCGB1C1	canonical,basic,all
chr11	196760	200258	ENST00000325113.9	uc001lob.5	CIMAP1A	canonical,basic,all
chr11	202923	207399	ENST00000382762.8	uc001loe.4	BET1L	canonical,basic,all
chr11	207707	215113	ENST00000526104.6	uc001log.6	RIC8A	canonical,basic,all
chr11	215029	236342	ENST00000382743.9	uc001lok.6	SIRT3	canonical,basic,all
chr11	236975	252984	ENST00000532097.6	uc001lol.4	PSMD13	canonical,basic,all
chr11	278406	285388	ENST00000534750.6	uc010qvt.5	NLRP6	canonical,basic,all
chr11	289125	296107	ENST00000409548.7	uc010qvu.4	PGGHG	canonical,basic,all
chr11	298199	299526	ENST00000382614.2	uc001low.3	IFITM5	canonical,basic,all
chr11	307815	309395	ENST00000616316.3	uc001lox.7	IFITM2	canonical,basic,all
chr11	308407	315272	ENST00000399815.2	uc057xej.1	ENSG00000288681	canonical,basic,all
chr11	314039	315272	ENST00000408968.4	uc001loy.6	IFITM1	canonical,basic,all
chr11	319675	320860	ENST00000399808.5	uc001lpa.4	IFITM3	canonical,basic,all
chr11	369498	382117	ENST00000329962.11	uc001lpb.5	B4GALNT4	canonical,basic,all
chr11	394208	404908	ENST00000331563.7	uc001lpc.4	PKP3	canonical,basic,all
chr11	405715	414999	ENST00000431843.7	uc001lpd.4	SIGIRR	canonical,basic,all
chr11	417937	442011	ENST00000332826.7	uc001lpi.4	ANO9	canonical,basic,all
chr11	450278	491399	ENST00000308020.6	uc001lpj.4	PTDSS2	canonical,basic,all
chr11	494514	507242	ENST00000354420.7	uc001lpp.4	RNH1	canonical,basic,all
chr11	532241	535576	ENST00000417302.7	uc010qvw.5	HRAS	canonical,basic,all
chr11	537526	554912	ENST00000270115.8	uc010qvz.4	LRRC56	canonical,basic,all
chr11	554849	560738	ENST00000329451.8	uc001lpx.5	LMNTD2	canonical,basic,all
chr11	560969	564025	ENST00000397583.8	uc001lqc.5	RASSF7	canonical,basic,all
chr11	576469	612222	ENST00000264555.10	uc001lqe.6	PHRF1	canonical,basic,all
chr11	612554	615950	ENST00000525445.6	uc285ioa.1	IRF7	canonical,basic,all
chr11	616582	624955	ENST00000397542.7	uc001lqj.4	CDHR5	canonical,basic,all
chr11	626308	627181	ENST00000176195.4	uc001lqo.3	SCT	canonical,basic,all
chr11	637268	640706	ENST00000176183.6	uc001lqp.4	DRD4	canonical,basic,all
chr11	644232	695222	ENST00000382409.4	uc001lqq.3	DEAF1	canonical,basic,all
chr11	695815	704129	ENST00000397510.9	uc001lqr.7	TMEM80	canonical,basic,all
